WobFile, WobURL, WobTitle, WobDate,PdfName, PdfUrl, PdfDate, Size, PdfTitle, PdfPages (meta), WordsPerPage
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Eerste deelbesluit op Wob-verzoek over corona op scholen,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/eerste-deelbesluit-op-wob-verzoek-over-corona-op-scholen.pdf,22-11-2021,3 MB,,16 (16),382
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Bijlage 4 Inventarislijst Deelbesluit 1,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/bijlage-4-inventarislijst-deelbesluit-1.pdf,22-11-2021,67 kB,Bijlage 2 Inventarislijst Deelbesluit 1,4 (4),270
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek  inz. Coronamaatregelen op scholen. 1,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-1.pdf,22-11-2021,6 MB,,28 (28),464
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 2,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-2.pdf,22-11-2021,9 MB,,40 (40),637
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 3,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-3.pdf,22-11-2021,10 MB,,46 (46),576
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 4,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-4.pdf,22-11-2021,6 MB,,24 (24),510
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 5,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-5.pdf,22-11-2021,10 MB,,42 (42),479
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 6,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-6.pdf,22-11-2021,6 MB,,20 (20),1075
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 7,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-7.pdf,22-11-2021,6 MB,,26 (26),769
5d03dc8b8621ea5e53ad6fe7b44c8533,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/,Besluit op Wob-verzoek over Corona op scholen (deelbesluit 1),11/22/2021 0:00,Wob verzoek inz. Coronamaatregelen op scholen. 8,https://wobcovid19.rijksoverheid.nl/publicaties/5d03dc8b8621ea5e53ad6fe7b44c8533/wob-verzoek-inz-coronamaatregelen-op-scholen-8.pdf,22-11-2021,8 MB,,44 (44),279
