FileName,Title,Author,Subject,Keywords,Creator,Producer,CreationDate,ModData,Tagged,Language,PdfVersion,FileSize,PageCount
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-06-24_438722eb04bf74450d7efc32afa0d0b9_bijlage-2-inventarislijst-wob-besluit.pdf,,Linden. mr. M. van der - BD/DWJZ/JZW,,,Microsoft® Word 2016,Microsoft® Word 2016,22-6-2021 17:13:47,30-11-2021 16:42:14,False,nl-NL,1.3,87249 bytes,1
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-06-24_ec59d18227ae89899be3f69f57879a60_besluit-op-bezwaar-tegen-het-wob-besluit-over-amvs-in-g….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:14,False,NL-NL,1.3,151712 bytes,10
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-06-24_ec59d18227ae89899be3f69f57879a60_bijlage-1-inventarislijst-bob.pdf,,Denkers. dr. J.P. - BD/IJenV/SKB/CKK,,,Microsoft® Word 2016,Microsoft® Word 2016,22-6-2021 13:11:55,30-11-2021 16:42:14,False,nl-NL,1.3,106447 bytes,2
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-06-24_ec59d18227ae89899be3f69f57879a60_bijlage-2-wob-artikelen.pdf,,Denkers J.P. - BD/DWJZ/WKB,,,Microsoft® Word 2016,Microsoft® Word 2016,22-6-2021 13:12:27,30-11-2021 16:42:14,False,nl-NL,1.3,268065 bytes,2
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-06-24_ec59d18227ae89899be3f69f57879a60_samengevoegde-openbaar-te-maken-stukken-besluit-op-bezw….pdf,,,,,Adobe Acrobat Pro DC 20.13.20074,Adobe Acrobat Pro DC 20.13.20074,17-6-2021 08:47:00,30-11-2021 16:42:15,False,,1.3,134672838 bytes,213
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-06_78c3d4c6be0d1a290637fa8e01cdfbad_eerdere-wob-besluiten-iccb-stukken-en-mccb-stukken.pdf,Microsoft Word - Document2,AHERTOG,,,PScript5.dll Version 5.2.2,Acrobat Distiller 20.0 (Windows),17-6-2021 06:56:44,30-11-2021 16:42:15,False,,1.3,28490231 bytes,131
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-06_78c3d4c6be0d1a290637fa8e01cdfbad_inventarislijst-tweede-deelbesluit.pdf,Inventarislijst deelbesluit 2 versie 5 juli.xlsx,AHERTOG,,,PScript5.dll Version 5.2.2,Acrobat Distiller 20.0 (Windows),5-7-2021 19:45:33,30-11-2021 16:42:15,False,,1.3,177602 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-06_78c3d4c6be0d1a290637fa8e01cdfbad_tweede-deelbesluit-wob-verzoek-aantal-aanwezigen-in-ker….pdf,,,,,PScript5.dll Version 5.2.2,Acrobat Distiller 20.0 (Windows),6-7-2021 14:30:49,30-11-2021 16:42:15,False,,1.3,257631 bytes,15
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-06_78c3d4c6be0d1a290637fa8e01cdfbad_wob-documenten.pdf,,,,,Tesseract,ZyLAB PDF export module,6-7-2021 14:39:24,30-11-2021 16:42:15,False,,1.3,89003880 bytes,308
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-12_3eb1739eb67fd9a571289bbebf16c4b9_besluit-op-wob-verzoek-coronabeleid-dji.pdf,,,,,OmniPage CSDK 19,Scanning,29-6-2021 08:06:12,30-11-2021 16:42:15,False,nl,1.3,2942089 bytes,2
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-22_c56dc5bb26e8d3b0380ea41d4f6c8748_besluit-op-uw-wob-verzoek-avondklok.pdf,,,,,,,22-7-2021 09:14:43,30-11-2021 16:42:15,False,nl,1.3,3166286 bytes,6
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-22_c56dc5bb26e8d3b0380ea41d4f6c8748_inventarislijst-avondklok.pdf,,,,,OmniPage CSDK 19,Scanning,15-7-2021 11:26:51,30-11-2021 16:42:15,False,nl,1.3,266780 bytes,1
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-22_c56dc5bb26e8d3b0380ea41d4f6c8748_openbare-stukken-wob-verzoek-juridische-procedure-avond….pdf,,,,,Tesseract,ZyLAB PDF export module,12-7-2021 09:26:04,30-11-2021 16:42:16,False,,1.3,4971526 bytes,37
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-23_8e1ada20ffbd0997b2fe44747fc49f19_02-23-re-terugmelding-overleg-ministers-met-klm-en-s-ge….pdf,,,,,,,14-7-2021 12:08:24,30-11-2021 16:42:16,False,,1.3,63459 bytes,2
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-23_8e1ada20ffbd0997b2fe44747fc49f19_besluit.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:16,False,,1.3,1666749 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-23_8e1ada20ffbd0997b2fe44747fc49f19_inventarislijst.pdf,,,,,OmniPage CSDK 19,Scanning,14-7-2021 12:10:13,30-11-2021 16:42:16,False,,1.3,5231950 bytes,13
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-26_3ee644b02189ec45794dd998ac5da5b5_besluit.pdf,,Lammers. A (Andrea) (DJZ/PUBLIEK),,,Acrobat PDFMaker 20 voor Word,Adobe PDF Library 20.13.106,26-7-2021 09:07:18,30-11-2021 16:42:16,False,NL-NL,1.3,148941 bytes,5
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-26_3ee644b02189ec45794dd998ac5da5b5_documenten.pdf,,,,,ZyLAB PDF export module,ZyLAB PDF export module,30-6-2021 07:32:51,30-11-2021 16:42:16,False,,1.3,10989785 bytes,115
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-26_3ee644b02189ec45794dd998ac5da5b5_inventarislijst.pdf,,Spies. Rink,,,Microsoft® Excel® 2016,Microsoft® Excel® 2016,29-6-2021 15:53:40,30-11-2021 16:42:16,False,nl-NL,1.3,481191 bytes,1
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-26_f5c3fd7acf596f8df50bcda7303a0b70_besluit.pdf,,,,,OmniPage CSDK 19,Scanning,18-8-2020 08:42:23,30-11-2021 16:42:16,False,nl,1.3,1886941 bytes,8
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-26_f5c3fd7acf596f8df50bcda7303a0b70_bijlagen.pdf,,,,,OmniPage CSDK 19,Scanning,18-8-2020 08:33:31,30-11-2021 16:42:16,False,,1.3,4549807 bytes,31
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-27_c8ac2523e330bab1b6b562f8713764b3_besluit-tot-openbaarmaking-van-informatie-over-iva.pdf,,,,,OmniPage CSDK 19,Scanning,26-7-2021 06:42:00,30-11-2021 16:42:16,False,nl,1.3,4186237 bytes,34
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-27_c8ac2523e330bab1b6b562f8713764b3_bijlagen-bij-besluit-tot-openbaarmaking-van-informatie-….pdf,,,,,FineReader,ZyLAB PDF export module,15-7-2021 09:46:54,30-11-2021 16:42:18,False,,1.3,258470358 bytes,729
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-27_d0a3da65f9764d0d423718e662182c11_besluit-wob-verzoek-apotex-bijlage-1-en-2.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:18,False,nl,1.3,10321886 bytes,32
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-07-27_d0a3da65f9764d0d423718e662182c11_bijlage-3.pdf,,,,,,,22-7-2021 11:36:24,30-11-2021 16:42:18,False,,1.3,13205316 bytes,226
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-08-04_f38ebe070e06430b0c2793fd3fe8801b_besluit-wob-verzoek-dd12-oktober-2020-inzake-notities-b….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,,1.3,47067031 bytes,289
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-08-05_4991dc6aed6e1369f58e6bc1996d5e2d_besluit-wob-verzoek-dd-9-juni-2020-inzake-contact-met-h….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,nl,1.3,4498283 bytes,9
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-08-05_4991dc6aed6e1369f58e6bc1996d5e2d_inventarislijst-wob-verzoek-9-juni-2020-inzake-contact-….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,NL-NL,1.3,376600 bytes,36
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-08-05_4991dc6aed6e1369f58e6bc1996d5e2d_paginas-van-samengevoegd-document-850-paginas-met-uitge….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,,1.3,42486578 bytes,170
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-08-16_17967f10340f6de2a79ba984209b4a2c_besluit.pdf,,Acer. N (Nilgün) (DJZ/WOB),,,Microsoft® Word 2016,Microsoft® Word 2016,16-8-2021 12:45:20,30-11-2021 16:42:19,False,nl-NL,1.3,141712 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-01_d0fab54975f9caaec53a4c6e3ad57648_besluit-wob-verzoek-dd-31-maart-2021-inzake-productie-v….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,x-default,1.3,3950067 bytes,23
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-01_eb49db950c55a1adcdbd5cc7f6b2a6de_besluit.pdf,,Lammers. A (Andrea) (DJZ/WOB),,,Acrobat PDFMaker 21 voor Word,Adobe PDF Library 21.1.182,1-9-2021 08:29:35,30-11-2021 16:42:19,False,NL-NL,1.3,105671 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_ac1b0066de078a580f45adf952e7765d_besluit-op-bezwaar-wob-persconferenties-na-uitspraak-re….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,nl,1.3,3996651 bytes,8
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_ac1b0066de078a580f45adf952e7765d_documenten-bij-wob-herstelbesluit-persconferenties.pdf,,,,,,,3-9-2021 07:45:32,30-11-2021 16:42:19,False,,1.3,348013 bytes,17
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_01-iao-jan-en-feb.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:19,False,,1.3,19834582 bytes,118
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_02-iao-maart.pdf,,,,,,,2-9-2021 18:42:26,30-11-2021 16:42:19,False,,1.3,69325138 bytes,686
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_03-iao-april.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:20,False,,1.3,279516447 bytes,1481
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_04-iao-mei.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:20,False,,1.3,186033378 bytes,1138
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_05-iao-juni.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,,1.3,165158350 bytes,819
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_besluit-wob-iao-covid-19.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,nl,1.3,2577948 bytes,8
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_bijlage-1-relevante-artikelen-uit-de-wob.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,nl-NL,1.3,90946 bytes,2
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-03_b752f2f8f1fc2db6fe146785b4b521a3_bijlage-2-iao-inventarislijst.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,,1.3,4497002 bytes,9
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-14_b94e37a9ec63bab6641ff1f07e69d4ea_besluit-op-wob-verzoek-dd-22-juli-2021-inzake-kosten-en….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,,1.3,461440 bytes,4
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-20_aeeca81933bd364431043daf14635f3a_covid-19-wob-besluit-inzake-communicatiebeleid-covid-19….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,,1.3,18838119 bytes,41
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-21_d2cd89fed32b99f5794b24dabef1f43b_besluit-dd-2-juli-2020-inzake-financiele-staatsteun-klm.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,x-default,1.3,1343994 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-21_d3581109c8c5876da8795f87eb424634_besluit-wob-verzoek-dd-11-juni-2021-inzake-uitgezonderd….pdf,,,,,,,21-9-2021 14:01:26,30-11-2021 16:42:21,False,,1.3,1130873 bytes,11
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-21_d3581109c8c5876da8795f87eb424634_documenten-wob-verzoek-dd-11-juni-2021-inzake-uitgezond….pdf,,,,,,,21-9-2021 13:54:08,30-11-2021 16:42:21,False,,1.3,45324068 bytes,247
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-21_d3581109c8c5876da8795f87eb424634_inventarislijst-wob-verzoek-dd-11-juni-2021-inzake-uitg….pdf,Inventarislijst Wob-verzoek detailhandel.xlsx,,,,,Microsoft: Print To PDF,13-9-2021 06:50:36,30-11-2021 16:42:21,False,,1.3,505944 bytes,5
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-09-23_ead1c275659a6b2ed2b8415e2c119d76_besluit-op-wob-verzoek-inzake-communicatiebeleid-covid-….pdf,,,,,Xerox WorkCentre 7556,Xerox WorkCentre 7556,16-9-2021 12:37:30,30-11-2021 16:42:21,False,,1.3,1748820 bytes,26
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-04_2c4079ccaad78e8d2cb494681ae79928_besluit-wob-verzoek-notities-besluitvorming-coronacrisis.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,,1.3,580156 bytes,11
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-04_2c4079ccaad78e8d2cb494681ae79928_inventarislijst-wob-verzoek-notities-besluitvorming-cor….pdf,LNV Inventarislijst Wob-verzoek Catshuissessies.xlsx,BuiterP,,,,Microsoft: Print To PDF,18-5-2021 14:37:30,30-11-2021 16:42:21,False,,1.3,359287 bytes,1
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-04_2c4079ccaad78e8d2cb494681ae79928_stukken-bij-besluit-wob-verzoek-notities-besluitvorming….pdf,,,,,,,6-10-2021 10:55:52,30-11-2021 16:42:21,False,,1.3,5441524 bytes,83
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-04_cc88761bb30f2a23117493a36a71dbac_besluit-wob-verzoek-halix-mondkapjes-en-hulptroepen.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:21,False,,1.3,832602 bytes,4
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-04_cc88761bb30f2a23117493a36a71dbac_bijlage-bij-besluit-wob-verzoek-halix-mondkapjes-en-hul….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:22,False,,1.3,21526190 bytes,66
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-05_0272cdb141e62321341591f0959794a2_derde-deelbesluit-aantal-aanwezigen-in-kerken.pdf,,,,,PScript5.dll Version 5.2.2,Acrobat Distiller 21.0 (Windows),5-10-2021 08:57:17,30-11-2021 16:42:22,False,,1.3,6543464 bytes,11
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-05_0272cdb141e62321341591f0959794a2_inventarislijst.pdf,,,,,PScript5.dll Version 5.2.2,Acrobat Distiller 21.0 (Windows),3-10-2021 19:26:25,30-11-2021 16:42:22,False,,1.3,172385 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-05_0272cdb141e62321341591f0959794a2_wob-documenten.pdf,,,,,Tesseract,ZyLAB PDF export module,5-10-2021 12:09:47,30-11-2021 16:42:26,False,,1.3,825741204 bytes,1449
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-12_af354e4966a914add60d84129ac68740_deelbesluit-2-wob-verzoek-dd-26-10-2020-vion-groep.pdf,,,,,,,19-10-2021 08:40:17,30-11-2021 16:42:26,False,nl-NL,1.3,267043 bytes,11
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-12_af354e4966a914add60d84129ac68740_documenten-bij-deelbesluit-2.pdf,,,,,,,11-10-2021 11:26:45,30-11-2021 16:42:26,False,,1.3,23926342 bytes,200
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-12_af354e4966a914add60d84129ac68740_inventarislijst-deelbesluit-2.pdf,Inventarislijst Wob-verzoek VION-groep (deelbesluit 2) 1.1.xlsx,,,,,Microsoft: Print To PDF,27-9-2021 10:59:16,30-11-2021 16:42:26,False,,1.3,405956 bytes,5
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-15_f302ea548db6360a784e8a5e365efe3e_besluit-op-wob-verzoek-over-de-televisietoespraak-van-1….pdf,,,,,Xerox WorkCentre 7556,Xerox WorkCentre 7556,14-10-2021 10:20:22,30-11-2021 16:42:26,False,,1.3,493234 bytes,6
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-15_f34f76aa8f6f74f87417751b46110a76_wob-besluit-op-verzoek-over-de-tijdelijke-wet-maatregel….pdf,,,,,Xerox WorkCentre 7556,Xerox WorkCentre 7556,15-10-2021 10:11:56,30-11-2021 16:42:26,False,,1.3,156075 bytes,1
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-19_70efcade2f4827654ed8e7908deb4f3c_besluit-wob-verzoek-aangaande-digitale-middelen-in-de-p….pdf,,,,,OmniPage CSDK 19,Scanning,14-10-2021 08:07:50,30-11-2021 16:42:26,False,nl,1.3,2858148 bytes,10
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-19_70efcade2f4827654ed8e7908deb4f3c_bijlagen-bij-wob-verzoek-aangaande-digitale-middelen-in….pdf,,,,,OmniPage CSDK 19,Scanning,13-10-2021 14:13:44,30-11-2021 16:42:26,False,nl,1.3,12872775 bytes,85
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-19_8a676a3415d986008b02572cb9310894_besluit-covid-19-suriname-inclusief-inventarisatielijst.pdf,,,,,,,14-10-2021 10:56:38,30-11-2021 16:42:26,False,,1.3,957251 bytes,12
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-19_8a676a3415d986008b02572cb9310894_binder-openbaar-te-maken-stukken-inclusief-appjes.pdf,,,,,FineReader,ZyLAB PDF export module,16-9-2021 13:47:59,30-11-2021 16:42:27,False,,1.3,95239644 bytes,295
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-20_3fa52482438ed25b69b0be300baaf3c0_besluit.pdf,,Wolf. RL (Rosa) de (DJZ/WOB),,,Microsoft® Word 2016,Microsoft® Word 2016,19-10-2021 08:33:25,30-11-2021 16:42:27,False,nl-NL,1.3,200727 bytes,7
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-20_3fa52482438ed25b69b0be300baaf3c0_documenten.pdf,,,,,ZyLAB PDF export module,ZyLAB PDF export module,12-10-2021 12:19:35,30-11-2021 16:42:28,False,,1.3,52091835 bytes,393
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-20_3fa52482438ed25b69b0be300baaf3c0_inventarislijst.pdf,Bijlage 3 - Inventarislijst.xlsm,STRALEN,,,PScript5.dll Version 5.2.2,Acrobat Distiller 21.0 (Windows),13-10-2021 11:34:47,30-11-2021 16:42:28,False,,1.3,113555 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-21_439285231fa523a74c430da4a2704fab_besluit.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:28,False,NL-NL,1.3,62709 bytes,7
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-21_439285231fa523a74c430da4a2704fab_deels-openbare-documenten.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:28,False,NL-NL,1.3,20036138 bytes,276
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-10-21_439285231fa523a74c430da4a2704fab_inventarislijst.pdf,,Koese-Köse. S. (Senem) - HBJZ,,,Acrobat PDFMaker 21 voor Excel,Adobe PDF Library 21.1.182,15-10-2021 11:24:12,30-11-2021 16:42:28,False,NL-NL,1.3,147568 bytes,1
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-03_54deb5f3a8f0c98e065e8939304d1a78_bijlagen-bij-wob-deelbesluit-aangaande-besmettelijkheid….pdf,,,,,Tesseract,ZyLAB PDF export module,29-10-2021 13:38:16,30-11-2021 16:42:28,False,,1.3,28711347 bytes,96
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-03_54deb5f3a8f0c98e065e8939304d1a78_wob-deelbesluit-aangaande-besmettelijkheid-kinderen-in-….pdf,,,,,OmniPage CSDK 19,Scanning,3-11-2021 10:27:31,30-11-2021 16:42:28,False,nl,1.3,2033484 bytes,8
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-08_306d4b337a5d407eb00c8845884c82fd_rivm-maart-2020-documenten.pdf,,,,,FineReader,ZyLAB PDF export module,2-11-2021 15:32:01,30-11-2021 16:42:37,False,,1.3,1301644228 bytes,4910
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-08_306d4b337a5d407eb00c8845884c82fd_wob-deelbesluit-aangaande-het-rivm-in-de-periode-van-ma….pdf,,,,,OmniPage CSDK 19,Scanning,4-11-2021 08:50:47,30-11-2021 16:42:37,False,,1.3,20137924 bytes,89
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-08_c4b89b0939b38dd79efd496ba963dfc4_bijlage-b-bij-wob-deelbesluit-overleggen-vws-maart-2020.pdf,,Alten. T.J. van (Tim),,,Microsoft® Word 2016,Microsoft® Word 2016,5-11-2021 18:29:12,30-11-2021 16:42:37,False,nl-NL,1.3,275300 bytes,8
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-08_c4b89b0939b38dd79efd496ba963dfc4_bijlagen-bij-wob-deelbesluit-aangaande-overleggen-vws-i….pdf,,,,,FineReader,ZyLAB PDF export module,1-11-2021 12:39:05,30-11-2021 16:42:38,False,,1.3,155958523 bytes,367
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-08_c4b89b0939b38dd79efd496ba963dfc4_wob-deelbesluit-aangaande-overleggen-vws-in-de-periode-….pdf,,,,,OmniPage CSDK 19,Scanning,4-11-2021 09:01:10,30-11-2021 16:42:38,False,nl,1.3,2131648 bytes,8
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-09_47e9f21007af9e0da0634f801cdd8667_bijlage-b-inventarislijst-wob-verzoek-scenarios-en-maat….pdf,Inventarislijst Wob-verzoek Scenario's en Maatregelen Maart 2020.xlsx,HOLLANDERT,,,PScript5.dll Version 5.2.2,Acrobat Distiller 20.0 (Windows),28-9-2021 13:46:03,30-11-2021 16:42:38,False,,1.3,370986 bytes,113
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-09_47e9f21007af9e0da0634f801cdd8667_bijlagen-bij-wob-deelbesluit-aangaande-scenarios-en-maa….pdf,,,,,FineReader,ZyLAB PDF export module,3-11-2021 15:21:19,30-11-2021 16:42:43,False,,1.3,745854806 bytes,2176
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-09_47e9f21007af9e0da0634f801cdd8667_wob-deelbesluit-aangaande-scenarios-en-maatregelen-in-d….pdf,,,,,OmniPage CSDK 19,Scanning,9-11-2021 07:20:18,30-11-2021 16:42:44,False,nl,1.3,2518222 bytes,9
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-10_6873804cd27a4c08c9e1c257c0a251f5_bijlage-bij-wob-besluit-over-domeinnaam-coronacheck.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:44,False,,1.3,5168087 bytes,37
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-10_6873804cd27a4c08c9e1c257c0a251f5_wob-besluit-over-domeinnaam-coronacheck.pdf,,,,,,,10-11-2021 15:37:41,30-11-2021 16:42:44,False,en,1.3,891710 bytes,3
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-16_0335b3f498dbbd7c537ad23abe8c08dc_2-inventarislijst-wob-verzoek-11-08-2021-inzake-het-eur….pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:44,False,,1.3,1616569 bytes,10
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-16_0335b3f498dbbd7c537ad23abe8c08dc_3-stukken-wob-verzoek-europees-herstelfonds-deel-1.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:44,False,,1.3,21956439 bytes,106
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-16_0335b3f498dbbd7c537ad23abe8c08dc_3-stukken-wob-verzoek-europees-herstelfonds-deel-2.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:44,False,,1.3,16327435 bytes,87
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-16_0335b3f498dbbd7c537ad23abe8c08dc_3-stukken-wob-verzoek-europees-herstelfonds-deel-3.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:44,False,,1.3,26805004 bytes,82
C:\Users\daan_\source\repos\DocumentSplitting\WOB_Pdfs\2021-11-16_0335b3f498dbbd7c537ad23abe8c08dc_3-stukken-wob-verzoek-europees-herstelfonds-deel-4.pdf,,,,,,,1-1-0001 00:00:00,30-11-2021 16:42:44,False,,1.3,21480849 bytes,82
